"Sample","AvgDistance","Type"
"TCGA-79-5596-01A-31R-1949-07",0.0498538861688293,"TP"
"TCGA-63-A5MR-01A-31R-A27Q-07",0.0498376133670363,"TP"
"TCGA-39-5028-01A-01R-1443-07",0.0497736663427035,"TP"
"TCGA-60-2708-01A-01R-0851-07",0.0497500185514082,"TP"
"TCGA-85-A4CL-01A-41R-A26W-07",0.0497421021847112,"TP"
"TCGA-68-7755-01A-11R-2125-07",0.0497321307957891,"TP"
"TCGA-22-4596-01A-01R-1201-07",0.0496937252355325,"TP"
"TCGA-98-8020-01A-11R-2247-07",0.0496587850485437,"TP"
"TCGA-63-A5MS-01A-11R-A26W-07",0.0496273276966257,"TP"
"TCGA-98-A53I-01A-31R-A262-07",0.0496077468693283,"TP"
"TCGA-NC-A5HJ-01A-11R-A26W-07",0.0495987898196985,"TP"
"TCGA-33-AAS8-01A-11R-A405-07",0.0494628917498368,"TP"
"TCGA-96-7544-01A-11R-2045-07",0.049462337432696,"TP"
"TCGA-66-2766-01A-01R-0851-07",0.0493938681346709,"TP"
"TCGA-18-4721-01A-01R-1443-07",0.0493585542123265,"TP"
"TCGA-68-A59I-01A-11R-A262-07",0.0493086167558137,"TP"
"TCGA-37-3789-01A-01R-0980-07",0.0492629713887856,"TP"
"TCGA-77-A5GB-01B-11R-A27Q-07",0.0491625741113125,"TP"
"TCGA-18-5592-01A-01R-1635-07",0.0491421790130733,"TP"
"TCGA-66-2757-01A-01R-0851-07",0.0490787083484118,"TP"
"TCGA-21-5784-01A-01R-1635-07",0.0490771975707961,"TP"
"TCGA-43-A475-01A-11R-A24H-07",0.0490730156220335,"TP"
"TCGA-56-7822-01A-11R-2125-07",0.0490023046562108,"TP"
"TCGA-63-A5ML-01A-31R-A27Q-07",0.0489633938581584,"TP"
"TCGA-96-A4JK-01A-11R-A24Z-07",0.0489541094703255,"TP"
"TCGA-77-7335-01A-11R-2045-07",0.048937237708058,"TP"
"TCGA-77-8150-01A-11R-2247-07",0.0489115545024346,"TP"
"TCGA-22-1012-01A-01R-0692-07",0.0488866853895196,"TP"
"TCGA-56-8309-01A-11R-2296-07",0.0488179568752387,"TP"
"TCGA-56-8629-01A-11R-2403-07",0.0488034099403351,"TP"
"TCGA-94-7943-01A-11R-2187-07",0.0487541679583625,"TP"
"TCGA-63-A5M9-01A-11R-A26W-07",0.0487055778406088,"TP"
"TCGA-85-A4JC-01A-11R-A24Z-07",0.0486616675284306,"TP"
"TCGA-22-5477-01A-01R-1635-07",0.0486291054991586,"TP"
"TCGA-22-5478-01A-01R-1635-07",0.0485974282208777,"TP"
"TCGA-58-8392-01A-11R-2326-07",0.0485891871973994,"TP"
"TCGA-43-6647-01A-11R-1820-07",0.048543641021524,"TP"
"TCGA-56-7580-01A-11R-2045-07",0.0485416759404083,"TP"
"TCGA-58-8391-01A-11R-2326-07",0.0485203713215246,"TP"
"TCGA-51-4081-01A-01R-1100-07",0.0485141375957598,"TP"
"TCGA-34-8456-01A-21R-2326-07",0.0484949679537943,"TP"
"TCGA-98-7454-01A-11R-2045-07",0.0484517813484168,"TP"
"TCGA-63-A5MJ-01A-11R-A27Q-07",0.0484450262291572,"TP"
"TCGA-56-7222-01A-11R-2045-07",0.0483480156942009,"TP"
"TCGA-63-A5MV-01A-21R-A26W-07",0.0483321841191594,"TP"
"TCGA-33-4586-01A-01R-1443-07",0.0483208160740482,"TP"
"TCGA-21-1080-01A-01R-0692-07",0.0481841455847694,"TP"
"TCGA-98-A538-01A-11R-A262-07",0.0480617816716246,"TP"
"TCGA-21-5786-01A-01R-1635-07",0.0480296077432142,"TP"
"TCGA-63-A5MB-01A-11R-A26W-07",0.048015512090411,"TP"
"TCGA-18-5595-01A-01R-1635-07",0.0480047180841045,"TP"
"TCGA-56-8626-01A-11R-2403-07",0.0479990217795301,"TP"
"TCGA-NC-A5HE-01A-11R-A26W-07",0.0479715883268194,"TP"
"TCGA-56-A5DR-01A-11R-A27Q-07",0.0478734875899728,"TP"
"TCGA-98-8022-01A-11R-2247-07",0.0478102860030633,"TP"
"TCGA-22-5485-01A-01R-1635-07",0.0478042043422304,"TP"
"TCGA-46-3766-01A-01R-0980-07",0.0477389468405144,"TP"
"TCGA-77-7337-01A-21R-2045-07",0.0477172265321356,"TP"
"TCGA-21-1081-01A-01R-0692-07",0.0476967984041168,"TP"
"TCGA-77-A5G6-01A-11R-A27Q-07",0.0476883661957177,"TP"
"TCGA-18-3412-01A-01R-0980-07",0.047666101110264,"TP"
"TCGA-56-A49D-01A-11R-A24H-07",0.0476610871512718,"TP"
"TCGA-94-A5I6-01A-21R-A27Q-07",0.0476393786721912,"TP"
"TCGA-85-A53L-01A-21R-A26W-07",0.0476243870075274,"TP"
"TCGA-46-6025-01A-11R-1820-07",0.0476031429221421,"TP"
"TCGA-77-A5G3-01A-31R-A27Q-07",0.0475733420763011,"TP"
"TCGA-NC-A5HM-01A-12R-A26W-07",0.0474851518688442,"TP"
"TCGA-22-4607-01A-01R-1201-07",0.0474565557751919,"TP"
"TCGA-22-4593-01A-21R-1820-07",0.0474360486780276,"TP"
"TCGA-56-8201-01A-11R-2247-07",0.0474085145610698,"TP"
"TCGA-58-A46L-01A-11R-A24H-07",0.047373720340018,"TP"
"TCGA-58-8390-01A-11R-2326-07",0.0472402339765116,"TP"
"TCGA-63-A5MT-01A-21R-A26W-07",0.047232566134716,"TP"
"TCGA-56-7582-01A-11R-2045-07",0.0472206521305627,"TP"
"TCGA-58-A46K-01A-11R-A24H-07",0.0472081035519487,"TP"
"TCGA-77-7142-01A-11R-2045-07",0.047081518427415,"TP"
"TCGA-39-5030-01A-01R-1443-07",0.0470774430550526,"TP"
"TCGA-21-1072-01A-01R-0692-07",0.0470683020746471,"TP"
"TCGA-77-8145-01A-11R-2247-07",0.0469803408350748,"TP"
"TCGA-68-7757-01B-11R-2296-07",0.0469770025143728,"TP"
"TCGA-22-5489-01A-01R-1635-07",0.0469674920643535,"TP"
"TCGA-94-A4VJ-01A-11R-A24Z-07",0.0469511021235555,"TP"
"TCGA-92-8064-01A-11R-2247-07",0.0469276215416817,"TP"
"TCGA-98-A53B-01A-11R-A262-07",0.0469116314352086,"TP"
"TCGA-39-5039-01A-01R-1443-07",0.0468938806266398,"TP"
"TCGA-43-A56V-01A-11R-A26W-07",0.0468868967065083,"TP"
"TCGA-39-5029-01A-01R-1443-07",0.0468499262252799,"TP"
"TCGA-43-6773-01A-41R-1949-07",0.0468177919813323,"TP"
"TCGA-46-3768-01A-01R-0980-07",0.0467993752614078,"TP"
"TCGA-92-8063-01A-11R-2247-07",0.0467984898170164,"TP"
"TCGA-NC-A5HP-01A-11R-A26W-07",0.0467962810580648,"TP"
"TCGA-66-2787-01A-01R-0980-07",0.0467953813636061,"TP"
"TCGA-60-2697-01A-11R-2125-07",0.0467750295265287,"TP"
"TCGA-94-A5I4-01A-11R-A26W-07",0.0467716126381807,"TP"
"TCGA-77-A5G1-01A-11R-A27Q-07",0.0465986076278378,"TP"
"TCGA-77-6844-01A-11R-1949-07",0.0465419104129102,"TP"
"TCGA-77-8008-01A-21R-2187-07",0.0465275107906647,"TP"
"TCGA-63-A5MG-01A-12R-A27Q-07",0.046523646445206,"TP"
"TCGA-66-2794-01A-01R-1201-07",0.0465157971668381,"TP"
"TCGA-85-A4CN-01A-11R-A24H-07",0.0465114973828569,"TP"
"TCGA-77-A5GA-01A-11R-A27Q-07",0.0463844792966854,"TP"
"TCGA-22-4613-01A-01R-1443-07",0.0463345083318158,"TP"
"TCGA-39-5016-01A-01R-1443-07",0.0463297268738486,"TP"
"TCGA-21-1082-01A-01R-0692-07",0.0463284946984359,"TP"
"TCGA-90-6837-01A-11R-1949-07",0.0462586378845832,"TP"
"TCGA-94-7557-01A-11R-2125-07",0.0462313730133621,"TP"
"TCGA-85-8481-01A-11R-2326-07",0.0461929654009189,"TP"
"TCGA-77-A5GF-01A-21R-A27Q-07",0.0461868251662303,"TP"
"TCGA-34-2596-01A-01R-0851-07",0.0461550834103804,"TP"
"TCGA-70-6722-01A-11R-1820-07",0.0461481645315942,"TP"
"TCGA-68-8251-01A-11R-2296-07",0.0461288634144677,"TP"
"TCGA-56-A4ZK-01A-11R-A262-07",0.04604569528713,"TP"
"TCGA-22-0944-01A-01R-0692-07",0.0460380154859227,"TP"
"TCGA-56-A4BY-01A-11R-A24H-07",0.0460355896114588,"TP"
"TCGA-98-8023-01A-11R-2247-07",0.0460006547322219,"TP"
"TCGA-60-2721-01A-01R-0851-07",0.0459731382533533,"TP"
"TCGA-39-5021-01A-01R-1443-07",0.0459510122531895,"TP"
"TCGA-56-8628-01A-11R-2403-07",0.0458619689647643,"TP"
"TCGA-56-8305-01A-11R-2296-07",0.0458460253921132,"TP"
"TCGA-85-8287-01A-11R-2296-07",0.045796121143247,"TP"
"TCGA-94-8491-01A-11R-2326-07",0.0457612821880342,"TP"
"TCGA-77-7141-01A-11R-2045-07",0.0457446677056742,"TP"
"TCGA-60-2723-01A-01R-0851-07",0.0457376838641542,"TP"
"TCGA-66-2769-01A-02R-0851-07",0.0457278203286254,"TP"
"TCGA-66-2795-01A-02R-0980-07",0.0456804098160263,"TP"
"TCGA-66-2781-01A-01R-0851-07",0.0456333170436429,"TP"
"TCGA-22-5482-01A-01R-1635-07",0.0455999173650887,"TP"
"TCGA-33-A4WN-01A-11R-A262-07",0.0455795361720902,"TP"
"TCGA-92-7341-01A-31R-2045-07",0.0455394259538143,"TP"
"TCGA-60-2712-01A-01R-0851-07",0.0455139436491318,"TP"
"TCGA-85-7710-01A-11R-2125-07",0.0454564891705748,"TP"
"TCGA-43-3394-01A-01R-0980-07",0.0454274647713121,"TP"
"TCGA-43-8116-01A-11R-2247-07",0.0454265807203798,"TP"
"TCGA-58-8386-01A-11R-2296-07",0.0454108368572843,"TP"
"TCGA-66-2759-01A-01R-0851-07",0.0453480621874666,"TP"
"TCGA-85-7699-01A-11R-2125-07",0.0453372692456468,"TP"
"TCGA-63-7021-01A-11R-1949-07",0.0452585782460575,"TP"
"TCGA-85-7696-01A-11R-2125-07",0.0452395917875928,"TP"
"TCGA-85-6175-01A-11R-1820-07",0.0451696302791387,"TP"
"TCGA-66-2744-01A-01R-0980-07",0.0451472654247325,"TP"
"TCGA-85-8277-01A-11R-2296-07",0.0450682842322169,"TP"
"TCGA-51-6867-01A-11R-2045-07",0.0450140307698779,"TP"
"TCGA-85-8288-01A-11R-2296-07",0.045004073971481,"TP"
"TCGA-60-2719-01A-01R-0851-07",0.0449614003926241,"TP"
"TCGA-60-2711-01A-01R-0851-07",0.0449165974763681,"TP"
"TCGA-77-8131-01A-11R-2247-07",0.0448844635668758,"TP"
"TCGA-56-8625-01A-11R-2403-07",0.0448501984368496,"TP"
"TCGA-37-A5EM-01A-21R-A27Q-07",0.0448474670404766,"TP"
"TCGA-85-8072-01A-31R-2247-07",0.0448135954626025,"TP"
"TCGA-22-5471-01A-01R-1635-07",0.0446872188605635,"TP"
"TCGA-98-A539-01A-31R-A262-07",0.0446767893039126,"TP"
"TCGA-39-5031-01A-01R-1443-07",0.0446292683444818,"TP"
"TCGA-56-A4BW-01A-11R-A24H-07",0.0445459514199974,"TP"
"TCGA-18-3415-01A-01R-0980-07",0.0445252794765463,"TP"
"TCGA-85-8351-01A-11R-2296-07",0.0445108083812223,"TP"
"TCGA-34-5239-01A-21R-1820-07",0.0445008614931207,"TP"
"TCGA-77-8156-01A-11R-2247-07",0.0444363504928179,"TP"
"TCGA-66-2789-01A-01R-0980-07",0.0444033065438068,"TP"
"TCGA-85-8582-01A-21R-2403-07",0.0443888734557982,"TP"
"TCGA-66-2765-01A-01R-0851-07",0.0443761596172668,"TP"
"TCGA-77-8146-01A-11R-2247-07",0.0443732358182607,"TP"
"TCGA-22-4601-01A-01R-1443-07",0.0443475504162814,"TP"
"TCGA-22-5492-01A-01R-1635-07",0.0442672174840089,"TP"
"TCGA-66-2783-01A-01R-1201-07",0.0442384255037497,"TP"
"TCGA-85-8048-01A-11R-2247-07",0.0442279434869707,"TP"
"TCGA-94-8035-01A-11R-2247-07",0.0442221902279999,"TP"
"TCGA-22-1011-01A-01R-0692-07",0.0442151583456096,"TP"
"TCGA-34-5928-01A-11R-1820-07",0.0442014729353785,"TP"
"TCGA-85-8049-01A-11R-2247-07",0.0441768482651134,"TP"
"TCGA-85-8350-01A-11R-2296-07",0.0441194148012981,"TP"
"TCGA-85-8666-01A-11R-2403-07",0.0440986917638318,"TP"
"TCGA-34-5241-01A-01R-1443-07",0.0440678770035443,"TP"
"TCGA-22-5479-01A-31R-1949-07",0.0440397134869476,"TP"
"TCGA-68-A59J-01A-21R-A26W-07",0.043991467098681,"TP"
"TCGA-63-7022-01A-11R-1949-07",0.043974499281929,"TP"
"TCGA-66-2763-01A-01R-0851-07",0.043959929835245,"TP"
"TCGA-58-A46J-01A-11R-A24H-07",0.0439557869099733,"TP"
"TCGA-66-2792-01A-01R-0980-07",0.0439500753819253,"TP"
"TCGA-33-4538-01A-01R-1201-07",0.0439382601428249,"TP"
"TCGA-98-8021-01A-11R-2247-07",0.0439220599279807,"TP"
"TCGA-22-5472-01A-01R-1635-07",0.0439176602427854,"TP"
"TCGA-85-8276-01A-11R-2296-07",0.0438616915218749,"TP"
"TCGA-85-7843-01A-11R-2125-07",0.0437574793688313,"TP"
"TCGA-60-2696-01A-01R-0851-07",0.043756984056544,"TP"
"TCGA-L3-A4E7-01A-11R-A24Z-07",0.0437478463250416,"TP"
"TCGA-92-7340-01A-21R-2045-07",0.0437398827965682,"TP"
"TCGA-85-8052-01A-11R-2247-07",0.0437047820957762,"TP"
"TCGA-39-5024-01A-21R-1820-07",0.0436400335098155,"TP"
"TCGA-43-8118-01A-11R-2403-07",0.0435692190012588,"TP"
"TCGA-77-A5G8-01B-11R-A27Q-07",0.0435431865511758,"TP"
"TCGA-18-3414-01A-01R-0980-07",0.0434473860882791,"TP"
"TCGA-66-2758-01A-02R-0851-07",0.0434251159157667,"TP"
"TCGA-XC-AA0X-01A-32R-A405-07",0.0434239885622794,"TP"
"TCGA-96-8170-01A-11R-2296-07",0.0434027175434062,"TP"
"TCGA-LA-A446-01A-21R-A24Z-07",0.0433800448937588,"TP"
"TCGA-77-8133-01A-12R-2247-07",0.043377913300782,"TP"
"TCGA-90-7964-01A-21R-2187-07",0.0433471650666875,"TP"
"TCGA-22-4595-01A-01R-1201-07",0.0433236858888181,"TP"
"TCGA-77-8138-01A-11R-2247-07",0.0433127138264422,"TP"
"TCGA-85-8580-01A-31R-2403-07",0.0432990406699799,"TP"
"TCGA-34-5236-01A-21R-1820-07",0.0432849430727603,"TP"
"TCGA-60-2704-01A-11R-2045-07",0.0432640411571474,"TP"
"TCGA-34-7107-01A-11R-1949-07",0.0432606593659488,"TP"
"TCGA-21-1076-01A-02R-0692-07",0.0432327070303326,"TP"
"TCGA-96-7545-01A-21R-2045-07",0.0430973214519992,"TP"
"TCGA-56-6545-01A-11R-1820-07",0.0430124875884488,"TP"
"TCGA-46-3765-01A-01R-0980-07",0.0430039866530567,"TP"
"TCGA-66-2800-01A-01R-1201-07",0.0429554257664006,"TP"
"TCGA-21-1071-01A-01R-0692-07",0.0428283057518121,"TP"
"TCGA-22-1000-01A-01R-A32Z-07",0.0427620491896707,"TP"
"TCGA-60-2713-01A-01R-0851-07",0.0427038570965633,"TP"
"TCGA-56-A4ZJ-01A-11R-A262-07",0.0426606492806763,"TP"
"TCGA-85-8355-01A-11R-2296-07",0.0426332063001695,"TP"
"TCGA-22-1016-01A-01R-0692-07",0.0426289774046565,"TP"
"TCGA-56-8504-01A-11R-2403-07",0.0425908822324945,"TP"
"TCGA-22-4605-01A-21R-2125-07",0.0425842947307291,"TP"
"TCGA-22-4604-01A-01R-1201-07",0.0425533251152798,"TP"
"TCGA-60-2707-01A-01R-0851-07",0.0425433179552797,"TP"
"TCGA-63-7020-01A-11R-1949-07",0.0425319628958482,"TP"
"TCGA-34-8454-01A-11R-2326-07",0.0424931485562599,"TP"
"TCGA-68-8250-01A-11R-2296-07",0.0424433326857554,"TP"
"TCGA-21-1070-01A-01R-0692-07",0.0423598468580778,"TP"
"TCGA-22-0940-01A-01R-0692-07",0.0423583452128341,"TP"
"TCGA-77-8136-01A-11R-2247-07",0.0423457154257946,"TP"
"TCGA-63-A5MP-01A-11R-A26W-07",0.0423124670753611,"TP"
"TCGA-43-8115-01A-11R-2247-07",0.0423097094510308,"TP"
"TCGA-34-5232-01A-21R-1820-07",0.042249291382067,"TP"
"TCGA-60-2725-01A-01R-1201-07",0.0421930267365112,"TP"
"TCGA-22-5473-01A-01R-1635-07",0.0421363051426393,"TP"
"TCGA-56-5897-01A-11R-1635-07",0.0421274362992593,"TP"
"TCGA-O2-A52V-01A-31R-A262-07",0.0421258904386102,"TP"
"TCGA-56-A5DS-01A-11R-A27Q-07",0.0420942550399114,"TP"
"TCGA-85-7697-01A-11R-2125-07",0.0420155937882152,"TP"
"TCGA-39-5022-01A-21R-1820-07",0.041980905875914,"TP"
"TCGA-51-4079-01A-01R-1100-07",0.0419013764630407,"TP"
"TCGA-66-2742-01A-01R-0980-07",0.0418116768950348,"TP"
"TCGA-18-3407-01A-01R-0980-07",0.0416955192857894,"TP"
"TCGA-56-8308-01A-11R-2296-07",0.0416893076484417,"TP"
"TCGA-56-8503-01A-11R-2403-07",0.0416059343128143,"TP"
"TCGA-66-2788-01A-01R-0980-07",0.0415536656277026,"TP"
"TCGA-66-2770-01A-01R-0851-07",0.0414544164252324,"TP"
"TCGA-22-5474-01A-01R-1635-07",0.0414299996586652,"TP"
"TCGA-77-7338-01A-11R-2045-07",0.0414139431183842,"TP"
"TCGA-66-2777-01A-01R-1201-07",0.0413847481231053,"TP"
"TCGA-22-1002-01A-01R-0692-07",0.0413622870066851,"TP"
"TCGA-66-2782-01A-01R-0851-07",0.041362268396857,"TP"
"TCGA-22-4609-01A-21R-2125-07",0.0413065146784542,"TP"
"TCGA-85-6561-01A-11R-1820-07",0.04129172421688,"TP"
"TCGA-66-2780-01A-01R-0851-07",0.0412564761210803,"TP"
"TCGA-66-2767-01A-01R-0851-07",0.0411455695631401,"TP"
"TCGA-33-4547-01A-01R-1201-07",0.0411423776706029,"TP"
"TCGA-56-7731-01A-11R-2125-07",0.0411148283200503,"TP"
"TCGA-60-2715-01A-01R-0851-07",0.0409807674767564,"TP"
"TCGA-66-2753-01A-01R-0980-07",0.0408651242660119,"TP"
"TCGA-66-2773-01A-01R-1201-07",0.0408441056767882,"TP"
"TCGA-NK-A5CX-01A-11R-A26W-07",0.0408359678669972,"TP"
"TCGA-43-6770-01A-11R-1820-07",0.0407429467831989,"TP"
"TCGA-21-1076-01A-01R-0692-07",0.0407334825418208,"TP"
"TCGA-66-2727-01A-01R-0980-07",0.0406124969667775,"TP"
"TCGA-58-8393-01A-11R-2326-07",0.0404684790614666,"TP"
"TCGA-46-3767-01A-01R-0980-07",0.0403881176876848,"TP"
"TCGA-66-2734-01A-01R-0980-07",0.0403159343562092,"TP"
"TCGA-21-1077-01A-01R-0692-07",0.0402708528745842,"TP"
"TCGA-34-8455-01A-11R-2326-07",0.0402686309983133,"TP"
"TCGA-56-5898-01A-11R-1635-07",0.0402303607306186,"TP"
"TCGA-85-7844-01A-11R-2125-07",0.0401948255249604,"TP"
"TCGA-96-8169-01A-11R-2296-07",0.0401827876013618,"TP"
"TCGA-34-2608-01A-02R-0851-07",0.0399690781781922,"TP"
"TCGA-39-5019-01A-01R-1820-07",0.0398606124967868,"TP"
"TCGA-66-2786-01A-01R-0851-07",0.0398449349027904,"TP"
"TCGA-52-7811-01A-11R-2125-07",0.0397923579191849,"TP"
"TCGA-85-8353-01A-21R-2296-07",0.0396916897536325,"TP"
"TCGA-66-2791-01A-01R-0980-07",0.0396174749030729,"TP"
"TCGA-85-A511-01A-21R-A262-07",0.0395705401723295,"TP"
"TCGA-85-7698-01A-11R-2125-07",0.0394926228318378,"TP"
"TCGA-60-2709-01A-21R-1820-07",0.0393125997711747,"TP"
"TCGA-18-4086-01A-01R-1100-07",0.039184742387942,"TP"
"TCGA-60-2698-01A-01R-0851-07",0.0391589750330882,"TP"
"TCGA-60-2710-01A-01R-0851-07",0.0389781721933356,"TP"
"TCGA-68-7756-01A-11R-2125-07",0.0389515637507797,"TP"
"TCGA-66-2737-01A-01R-0980-07",0.038333704054257,"TP"
"TCGA-52-7622-01A-11R-2125-07",0.0378600109484807,"TP"
